TreeID,apical length,lateral length,week,doy,date
A01,10.92,10.74,1,237,25.08.2022
A02,17.65,22.18,1,237,25.08.2022
A03,18.9,16.56,1,237,25.08.2022
A04,14.17,16.52,1,237,25.08.2022
A05,15.5,14.48,1,237,25.08.2022
A06,30.57,18.41,1,237,25.08.2022
A07,14.38,16.94,1,237,25.08.2022
A08,15.58,18.35,1,237,25.08.2022
A09,13.8,11.33,1,237,25.08.2022
A10,16.04,15.32,1,237,25.08.2022
A11,21,22.58,1,237,25.08.2022
A12,24.32,14.5,1,237,25.08.2022
A13,14.18,16.3,1,237,25.08.2022
A14,16.63,11.86,1,237,25.08.2022
A15,19.63,14.24,1,237,25.08.2022
A16,10.69,15.81,1,237,25.08.2022
A17,21.76,16.02,1,237,25.08.2022
A18,7.82,18.44,1,237,25.08.2022
B19,15.41,12.62,1,237,25.08.2022
B20,16.33,14.36,1,237,25.08.2022
B21,12.54,18.46,1,237,25.08.2022
B22,14.15,10.19,1,237,25.08.2022
B23,14.04,11.32,1,237,25.08.2022
B24,8.81,12.53,1,237,25.08.2022
B25,13.39,19.61,1,237,25.08.2022
B26,18.25,17.61,1,237,25.08.2022
B27,8.95,9.22,1,237,25.08.2022
B28,10.97,24.98,1,237,25.08.2022
B29,18.42,19.06,1,237,25.08.2022
B30,13.13,16.75,1,237,25.08.2022
B31,19.98,12.1,1,237,25.08.2022
B32,15.03,15.99,1,237,25.08.2022
B33,9.14,10.91,1,237,25.08.2022
B34,10.31,13.65,1,237,25.08.2022
B35,8.25,24.39,1,237,25.08.2022
B36,14.17,12.95,1,237,25.08.2022
C37,16.49,15.41,1,237,25.08.2022
C38,12.12,16.65,1,237,25.08.2022
C39,9.49,10.19,1,237,25.08.2022
C40,11.45,12.91,1,237,25.08.2022
C41,32.57,20.46,1,237,25.08.2022
C42,12.73,17,1,237,25.08.2022
C43,15.52,13.29,1,237,25.08.2022
C44,21.41,17.2,1,237,25.08.2022
C45,22.25,15.77,1,237,25.08.2022
C46,16.28,14.34,1,237,25.08.2022
C47,28.34,20.68,1,237,25.08.2022
C48,7.49,15.29,1,237,25.08.2022
C49,12.34,18.8,1,237,25.08.2022
C50,14.43,24.62,1,237,25.08.2022
C51,17.34,19.95,1,237,25.08.2022
C52,16.02,16.45,1,237,25.08.2022
C53,20.62,26.93,1,237,25.08.2022
C54,9.75,20.02,1,237,25.08.2022
D55,22.29,21.43,1,237,25.08.2022
D56,21.87,18.1,1,237,25.08.2022
D57,20.57,15.31,1,237,25.08.2022
D58,19.73,16.31,1,237,25.08.2022
D59,18.15,13.94,1,237,25.08.2022
D60,,18.02,1,237,25.08.2022
D61,18.66,21.72,1,237,25.08.2022
D62,26.17,15.04,1,237,25.08.2022
D63,14.52,14.34,1,237,25.08.2022
D64,15.57,13.81,1,237,25.08.2022
D65,17.49,12.5,1,237,25.08.2022
D66,22.77,14.24,1,237,25.08.2022
D67,19.59,14.3,1,237,25.08.2022
D68,14.55,12.53,1,237,25.08.2022
D69,15.02,14.58,1,237,25.08.2022
D70,21.94,16.93,1,237,25.08.2022
D71,16.74,12.01,1,237,25.08.2022
D72,,12.19,1,237,25.08.2022
E73,24.48,14.01,1,237,25.08.2022
E74,22.86,16.94,1,237,25.08.2022
E75,22.24,,1,237,25.08.2022
E76,20.61,13.92,1,237,25.08.2022
E77,24.69,23.7,1,237,25.08.2022
E78,14.28,12.96,1,237,25.08.2022
E79,12.39,14.71,1,237,25.08.2022
E80,38.8,20.72,1,237,25.08.2022
E81,15.46,21.48,1,237,25.08.2022
E82,10.18,21.08,1,237,25.08.2022
E83,,19.78,1,237,25.08.2022
E84,22.19,16.93,1,237,25.08.2022
E85,12.24,15.85,1,237,25.08.2022
E86,20.24,16.34,1,237,25.08.2022
E87,30.09,17.21,1,237,25.08.2022
E88,14.23,21.7,1,237,25.08.2022
E89,14.84,21.83,1,237,25.08.2022
E90,9.47,20.13,1,237,25.08.2022
F100,20.04,17.86,1,237,25.08.2022
F101,7.58,12.65,1,237,25.08.2022
F102,10.83,16.27,1,237,25.08.2022
F103,16.07,15.43,1,237,25.08.2022
F104,6.44,12.4,1,237,25.08.2022
F105,20.61,11.66,1,237,25.08.2022
F106,8.92,14.78,1,237,25.08.2022
F107,10.93,16.53,1,237,25.08.2022
F108,9.47,7.5,1,237,25.08.2022
F91,,15.67,1,237,25.08.2022
F92,14.26,18.4,1,237,25.08.2022
F93,27.93,14.41,1,237,25.08.2022
F94,11.89,16.04,1,237,25.08.2022
F95,14.6,18.8,1,237,25.08.2022
F96,16.85,17.6,1,237,25.08.2022
F97,7.79,17.65,1,237,25.08.2022
F98,7.65,17.88,1,237,25.08.2022
F99,15.04,8.15,1,237,25.08.2022
G109,18.62,17.31,1,237,25.08.2022
G110,17.11,14.61,1,237,25.08.2022
G111,15.97,9.85,1,237,25.08.2022
G112,18.76,17.3,1,237,25.08.2022
G113,9.28,18.17,1,237,25.08.2022
G114,18.16,16.31,1,237,25.08.2022
G115,22.66,19.41,1,237,25.08.2022
G116,20.32,16.7,1,237,25.08.2022
G117,14.81,12.72,1,237,25.08.2022
G118,15.4,10.57,1,237,25.08.2022
G119,11.23,10.17,1,237,25.08.2022
G120,7.42,13.02,1,237,25.08.2022
G121,10.38,12.82,1,237,25.08.2022
G122,14.56,12.2,1,237,25.08.2022
G123,8.61,14.28,1,237,25.08.2022
G124,11.54,9.92,1,237,25.08.2022
G125,,15.9,1,237,25.08.2022
G126,8.51,14.49,1,237,25.08.2022
H127,17.49,22.15,1,237,25.08.2022
H128,22.51,16.38,1,237,25.08.2022
H129,10.17,14.32,1,237,25.08.2022
H130,15.32,18.5,1,237,25.08.2022
H131,30.01,21.73,1,237,25.08.2022
H132,14.38,10.72,1,237,25.08.2022
H133,19.09,17.13,1,237,25.08.2022
H134,23.57,20.66,1,237,25.08.2022
H135,13.23,10.53,1,237,25.08.2022
H136,28.02,18.35,1,237,25.08.2022
H137,10.75,19.94,1,237,25.08.2022
H138,9.32,18.64,1,237,25.08.2022
H139,,15.8,1,237,25.08.2022
H140,13.41,18.53,1,237,25.08.2022
H141,14.64,22.02,1,237,25.08.2022
H142,19.13,19.57,1,237,25.08.2022
H143,,22.93,1,237,25.08.2022
H144,24.22,10.74,1,237,25.08.2022
I145,18.46,16.97,1,237,25.08.2022
I146,11.8,12.45,1,237,25.08.2022
I147,10.95,19.92,1,237,25.08.2022
I148,7.42,6.99,1,237,25.08.2022
I149,16.37,13.31,1,237,25.08.2022
I150,9.3,12.25,1,237,25.08.2022
I151,17.29,12.54,1,237,25.08.2022
I152,21.22,14.92,1,237,25.08.2022
I153,16.34,20.71,1,237,25.08.2022
I154,12.73,16.4,1,237,25.08.2022
I155,19.9,13.09,1,237,25.08.2022
I156,22.24,17,1,237,25.08.2022
I157,,23.21,1,237,25.08.2022
I158,7.43,13.83,1,237,25.08.2022
I159,,17.23,1,237,25.08.2022
I160,18.86,16.81,1,237,25.08.2022
I161,10.66,15.43,1,237,25.08.2022
I162,,18,1,237,25.08.2022
J163,5.17,8.33,1,237,25.08.2022
J164,12.69,22.23,1,237,25.08.2022
J165,10.07,13.31,1,237,25.08.2022
J166,16.98,13.3,1,237,25.08.2022
J167,18.52,24.57,1,237,25.08.2022
J168,14.23,13.11,1,237,25.08.2022
J169,19.02,23.47,1,237,25.08.2022
J170,11.6,13.06,1,237,25.08.2022
J171,12.49,24.02,1,237,25.08.2022
J172,25.33,19.31,1,237,25.08.2022
J173,18.96,13.57,1,237,25.08.2022
J174,14.49,18,1,237,25.08.2022
J175,7.95,14.15,1,237,25.08.2022
J176,20.46,11.29,1,237,25.08.2022
J177,9.53,14.16,1,237,25.08.2022
J178,14.92,13.4,1,237,25.08.2022
J179,18.21,16.68,1,237,25.08.2022
J180,16.03,15.49,1,237,25.08.2022
K181,16.07,22.67,1,237,25.08.2022
K182,14.39,19.09,1,237,25.08.2022
K183,11.52,13.25,1,237,25.08.2022
K184,7.53,14.31,1,237,25.08.2022
K185,10.62,12.55,1,237,25.08.2022
K186,19.46,13.48,1,237,25.08.2022
K187,,18.27,1,237,25.08.2022
K188,20.31,17.32,1,237,25.08.2022
K189,13.14,13.68,1,237,25.08.2022
K190,7.26,,1,237,25.08.2022
K191,14.68,15.14,1,237,25.08.2022
K192,20.61,14.04,1,237,25.08.2022
K193,17.47,15.5,1,237,25.08.2022
K194,16.51,17.62,1,237,25.08.2022
K195,16.84,16.44,1,237,25.08.2022
K196,18.62,14.63,1,237,25.08.2022
K197,20.94,18.8,1,237,25.08.2022
K198,21.55,16.53,1,237,25.08.2022
A01,11.5,11.87,2,244,01.09.2022
A02,19.08,23.13,2,244,01.09.2022
A03,21.16,18.38,2,244,01.09.2022
A04,15.63,17.72,2,244,01.09.2022
A05,19.06,15.78,2,244,01.09.2022
A06,31.31,20.68,2,244,01.09.2022
A07,14.74,17.39,2,244,01.09.2022
A08,16.13,18.89,2,244,01.09.2022
A09,14.31,11.61,2,244,01.09.2022
A10,17.6,15.99,2,244,01.09.2022
A11,32.68,25.13,2,244,01.09.2022
A12,26.34,14.93,2,244,01.09.2022
A13,16.62,17.98,2,244,01.09.2022
A14,17.18,13.09,2,244,01.09.2022
A15,23.38,14.93,2,244,01.09.2022
A16,10.71,17.97,2,244,01.09.2022
A17,23.46,17.8,2,244,01.09.2022
A18,8.8,19.43,2,244,01.09.2022
B19,16.45,14.1,2,244,01.09.2022
B20,16.48,16.2,2,244,01.09.2022
B21,13.53,20.47,2,244,01.09.2022
B22,15.88,11,2,244,01.09.2022
B23,16.15,12.14,2,244,01.09.2022
B24,9.39,12.6,2,244,01.09.2022
B25,15.43,22.17,2,244,01.09.2022
B26,21.07,19.46,2,244,01.09.2022
B27,9.98,11.9,2,244,01.09.2022
B28,12.2,28.15,2,244,01.09.2022
B29,19.44,19.73,2,244,01.09.2022
B30,13.57,16.97,2,244,01.09.2022
B31,21.55,13.71,2,244,01.09.2022
B32,15.37,16.96,2,244,01.09.2022
B33,10.52,12.12,2,244,01.09.2022
B34,11.29,13.97,2,244,01.09.2022
B35,8.65,26.04,2,244,01.09.2022
B36,15.19,13.3,2,244,01.09.2022
C37,17.67,16.3,2,244,01.09.2022
C38,13.55,17.1,2,244,01.09.2022
C39,9.73,12.27,2,244,01.09.2022
C40,12.85,14.62,2,244,01.09.2022
C41,34.9,21.05,2,244,01.09.2022
C42,15.42,19.44,2,244,01.09.2022
C43,17.17,14.46,2,244,01.09.2022
C44,23.14,19.17,2,244,01.09.2022
C45,25.44,16.47,2,244,01.09.2022
C46,17.68,15.58,2,244,01.09.2022
C47,33.65,23.69,2,244,01.09.2022
C48,8.58,16.56,2,244,01.09.2022
C49,14.01,19.72,2,244,01.09.2022
C50,15.06,27.62,2,244,01.09.2022
C51,22.42,20.08,2,244,01.09.2022
C52,16.42,17.33,2,244,01.09.2022
C53,21,27.37,2,244,01.09.2022
C54,11.2,21.95,2,244,01.09.2022
D55,25.26,21.49,2,244,01.09.2022
D56,21.92,19.21,2,244,01.09.2022
D57,20.96,18.14,2,244,01.09.2022
D58,20.56,17.03,2,244,01.09.2022
D59,19.95,14.63,2,244,01.09.2022
D60,,18.39,2,244,01.09.2022
D61,20.65,23.97,2,244,01.09.2022
D62,26.51,17.11,2,244,01.09.2022
D63,14.55,15.36,2,244,01.09.2022
D64,18.69,14.35,2,244,01.09.2022
D65,18.92,14.75,2,244,01.09.2022
D66,23.84,18.6,2,244,01.09.2022
D67,24.4,15.47,2,244,01.09.2022
D68,15.49,14.39,2,244,01.09.2022
D69,16.57,16.6,2,244,01.09.2022
D70,24.22,17.17,2,244,01.09.2022
D71,18.2,13.41,2,244,01.09.2022
D72,,13.05,2,244,01.09.2022
E73,25.64,14.23,2,244,01.09.2022
E74,24.99,17.81,2,244,01.09.2022
E75,24.26,,2,244,01.09.2022
E76,24.58,14.78,2,244,01.09.2022
E77,26.34,25.49,2,244,01.09.2022
E78,15.26,15.48,2,244,01.09.2022
E79,13.84,15.25,2,244,01.09.2022
E80,41.26,21.11,2,244,01.09.2022
E81,17.58,22.26,2,244,01.09.2022
E82,11.33,21.31,2,244,01.09.2022
E83,,20.28,2,244,01.09.2022
E84,22.87,19.81,2,244,01.09.2022
E85,13.29,17.55,2,244,01.09.2022
E86,22.64,16.95,2,244,01.09.2022
E87,31.62,18.52,2,244,01.09.2022
E88,15.47,23.3,2,244,01.09.2022
E89,16.31,22.71,2,244,01.09.2022
E90,11.18,20.68,2,244,01.09.2022
F100,21.11,19.65,2,244,01.09.2022
F101,9.08,13.04,2,244,01.09.2022
F102,10.9,17.48,2,244,01.09.2022
F103,17.03,16.91,2,244,01.09.2022
F104,7.97,13.25,2,244,01.09.2022
F105,23.46,12.13,2,244,01.09.2022
F106,9.65,16.8,2,244,01.09.2022
F107,11.79,17.67,2,244,01.09.2022
F108,9.61,7.88,2,244,01.09.2022
F91,,16.66,2,244,01.09.2022
F92,15.31,19.39,2,244,01.09.2022
F93,30.89,15.62,2,244,01.09.2022
F94,12.58,16.86,2,244,01.09.2022
F95,17.38,19.75,2,244,01.09.2022
F96,17.38,18.06,2,244,01.09.2022
F97,9.08,19.93,2,244,01.09.2022
F98,8.65,19.61,2,244,01.09.2022
F99,15.32,8.25,2,244,01.09.2022
G109,20.01,19.57,2,244,01.09.2022
G110,17.2,15.16,2,244,01.09.2022
G111,17.25,10.21,2,244,01.09.2022
G112,19.96,19.49,2,244,01.09.2022
G113,12.02,20.32,2,244,01.09.2022
G114,20.92,17.53,2,244,01.09.2022
G115,23.79,19.6,2,244,01.09.2022
G116,21.18,17.85,2,244,01.09.2022
G117,15.92,15.16,2,244,01.09.2022
G118,17.31,13.16,2,244,01.09.2022
G119,13.29,10.85,2,244,01.09.2022
G120,9.89,13.87,2,244,01.09.2022
G121,13.74,13.26,2,244,01.09.2022
G122,15.98,13.04,2,244,01.09.2022
G123,9.85,15.99,2,244,01.09.2022
G124,12.19,10.31,2,244,01.09.2022
G125,,16.86,2,244,01.09.2022
G126,11.44,15.18,2,244,01.09.2022
H127,19.55,24.55,2,244,01.09.2022
H128,24.13,16.5,2,244,01.09.2022
H129,11.98,15.93,2,244,01.09.2022
H130,15.91,19.75,2,244,01.09.2022
H131,31.11,22.53,2,244,01.09.2022
H132,15.44,11.39,2,244,01.09.2022
H133,20.77,18.07,2,244,01.09.2022
H134,26.01,22.3,2,244,01.09.2022
H135,14.37,11.58,2,244,01.09.2022
H136,29.79,20.7,2,244,01.09.2022
H137,11.11,21.69,2,244,01.09.2022
H138,10.42,20.63,2,244,01.09.2022
H139,,17.89,2,244,01.09.2022
H140,15.48,18.85,2,244,01.09.2022
H141,15.26,23.37,2,244,01.09.2022
H142,20.49,20.18,2,244,01.09.2022
H143,,23.68,2,244,01.09.2022
H144,25.56,14.44,2,244,01.09.2022
I145,19.73,19.81,2,244,01.09.2022
I146,12.44,13.52,2,244,01.09.2022
I147,11.43,20.46,2,244,01.09.2022
I148,7.47,7.73,2,244,01.09.2022
I149,17.17,15.23,2,244,01.09.2022
I150,11.02,13.75,2,244,01.09.2022
I151,17.44,13.21,2,244,01.09.2022
I152,21.62,15.86,2,244,01.09.2022
I153,17.99,21.34,2,244,01.09.2022
I154,14.58,16.72,2,244,01.09.2022
I155,21.9,13.68,2,244,01.09.2022
I156,22.79,17.17,2,244,01.09.2022
I157,,23.29,2,244,01.09.2022
I158,7.62,14.25,2,244,01.09.2022
I159,,17.36,2,244,01.09.2022
I160,19.81,17.7,2,244,01.09.2022
I161,11.88,16.05,2,244,01.09.2022
I162,,18.9,2,244,01.09.2022
J163,6.19,10.64,2,244,01.09.2022
J164,15.92,23.28,2,244,01.09.2022
J165,12.59,14.63,2,244,01.09.2022
J166,19.17,16.21,2,244,01.09.2022
J167,19.17,24.97,2,244,01.09.2022
J168,15.8,13.46,2,244,01.09.2022
J169,21.56,25.76,2,244,01.09.2022
J170,13.19,13.78,2,244,01.09.2022
J171,15.18,24.76,2,244,01.09.2022
